stat,mbti,enneagram,role,movie,img_url
1 / 0  ,INFP,,Peter Carpenter,   The Book of Henry (2017),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,2w1,Bruce Guan,   Dai Si Hing (2018),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Celeste Montgomery,   Vox Lux (2018),https://www.personality-database.com/profile_images/47904.png?=undefined
1 / 1  ,INFP,6w7,The Camel with the Wrinkled Knees,   Raggedy Ann & Andy: A Musical Adventure (1977),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,2w1,Zip Schlepper,   Rock And Rule,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Delta,   Dorbees: Making Decisions,https://www.personality-database.com/profile_images/168668.png?=undefined
1 / 1  ,INFP,9w8,Hirschfelder,   Dazed and Confused (1993),https://www.personality-database.com/profile_images/207956.png?=undefined
1 / 0  ,INFP,,Owen,   Dodgeball (2004),https://www.personality-database.com/profile_images/169995.png?=undefined
1 / 1  ,INFP,9w1,Lucy Carrigan,   Across the Universe (2007),https://www.personality-database.com/profile_images/209762.png?=undefined
1 / 0  ,INFP,,Ryoo Bok-Hee,   Sunny (2011-South Korean Movie),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,6w5,Wyatt Donnelly,   Weird Science (1985),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,6w5,Nancy Bellicec,   Invasion of the Body Snatchers (1978),https://www.personality-database.com/profile_images/210123.png?=undefined
1 / 2  ,INFP,2w1,Thurman Merman,   Bad Santa (2003- 2016),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Laure Richis,   Perfume: The Story Of A Murderer,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,1w2,M.A,   Girls With Balls,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,6w5,W. W. Beauchamp,   Unforgiven (1992),https://www.personality-database.com/profile_images/210672.png?=undefined
1 / 0  ,INFP,,Simone,   Pee-wee's Big Adventure (1985),https://www.personality-database.com/profile_images/23316.png?=undefined
1 / 1  ,INFP,9w1,Joy Jordan,   Happiness (1998),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,8w9,O'Shea Jackson (Ice Cube),   Straight Outta Compton (2015),https://www.personality-database.com/profile_images/213179.png?=undefined
1 / 0  ,INFP,,Sam Cahill,   Brothers (2009),https://www.personality-database.com/profile_images/187037.png?=undefined
1 / 0  ,INFP,,Michael Banks,   Mary Poppins Returns (2018),https://www.personality-database.com/profile_images/187145.png?=undefined
1 / 1  ,INFP,9w8,Ralph,   Balto (1995),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,5w6,Gwen Olsen,   Fantasy Island,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Lucas Moreno,   Truth Or Dare,https://www.personality-database.com/profile_images/215252.png?=undefined
1 / 0  ,INFP,,David Copperfield,   The Personal History of David Copperfield,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Minus,"   Through a Glass Darkly (Såsom i en spegel, 1961)",https://www.personality-database.com/profile_images/216446.png?=undefined
1 / 0  ,INFP,,Bis,   Prince of Persia: The Sands of Time (2010),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Lumina,   Barbie: Fairytopia (2005),https://www.personality-database.com/profile_images/218193.png?=undefined
1 / 1  ,INFP,9w1,Ozzie,   Fluppy Dogs,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,6w5,Jamie Bingham,   Fluppy Dogs,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,4w5,Benjamin,   Benjamin (2018),https://www.personality-database.com/profile_images/219385.png?=undefined
1 / 1  ,INFP,7w6,Finado,   La Leyenda de la Nahuala,https://www.personality-database.com/profile_images/213194.png?=undefined
1 / 1  ,INFP,9w1,Coco,   Velvet Buzzsaw (2019),https://www.personality-database.com/profile_images/220276.png?=undefined
1 / 0  ,INFP,,Sam Marrowbone,   Marrowbone,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,2w1,Jean,   Belladonna of Sadness,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Yôko Kuno,   All About Lily Chou-Chou (2001),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Amy Peterson,   Fright Night,https://www.personality-database.com/profile_images/123355.png?=undefined
1 / 0  ,INFP,,Sherman Schrader III,   Accepted (2006),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Adam,   Untamed Heart,https://www.personality-database.com/profile_images/222429.png?=undefined
1 / 0  ,INFP,,Robert Kincaid,   The Bridges of Madison County (1995),https://www.personality-database.com/profile_images/43530.png?=undefined
1 / 0  ,INFP,,Rock Hudson (Roy Fitzgerald),   Hollywood (miniserie),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,4w5,Jean Brodie,   The Prime of Miss Jean Brodie,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Tim Russell,   Oculus (2013),https://www.personality-database.com/profile_images/117523.png?=undefined
1 / 1  ,INFP,4w5,Tariq,   You're Next,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Henry Drummond,   Inherit The Wind,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Romeo,   Romeo and Juliet: Sealed with a Kiss,https://www.personality-database.com/profile_images/224384.png?=undefined
1 / 0  ,INFP,,Juliet,   Romeo and Juliet: Sealed with a Kiss,https://www.personality-database.com/profile_images/224385.png?=undefined
1 / 0  ,INFP,,Jean Courtney,   Harry Palmer,https://www.personality-database.com/profile_images/108654.png?=undefined
1 / 0  ,INFP,,Faye Dolan,   That Thing You Do! (1996),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,9w1,Cathy,   Bullitt (1968),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Lisette,   Hugo (2010),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Melody,   The Vanishing Of Sidney Hall,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Brian Jackson,   Starter for 10,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Zbyszek Grunwald,   Love is Everything/Miłość jest wszystkim,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,4w5,Oscar Madly,   Closet monster,https://www.personality-database.com/profile_images/227960.png?=undefined
1 / 0  ,INFP,,Luke Nightingale,   Daniel isn't real,https://www.personality-database.com/profile_images/227976.png?=undefined
1 / 1  ,INFP,6w7,Qbert,   Pixels,https://www.personality-database.com/profile_images/172055.png?=undefined
1 / 0  ,INFP,,Jimmy Roberts,   Re-Animated (2006),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,6w7,Willy Dandridge,   Gooby,https://www.personality-database.com/profile_images/228506.png?=undefined
1 / 0  ,INFP,,Bunny Boy,   Gummo,https://www.personality-database.com/profile_images/122261.png?=undefined
1 / 1  ,INFP,6w5,The Butcher,   I Stand Alone (1998),https://www.personality-database.com/profile_images/229199.png?=undefined
1 / 0  ,INFP,,The Cooper - Coffin-Maker,   Yojimbo (1961),https://www.personality-database.com/profile_images/109153.png?=undefined
1 / 0  ,INFP,,Agnes,   Fantastic Mr. Fox (2009),https://www.personality-database.com/profile_images/229508.png?=undefined
1 / 1  ,INFP,4w5,Celia Khatchadourian,   We Need to Talk About Kevin (2011),https://www.personality-database.com/profile_images/228592.png?=undefined
1 / 0  ,INFP,,Willowdean “Dumplin” Dickson,   Dumplin’ (2018),https://www.personality-database.com/profile_images/208465.png?=undefined
1 / 0  ,INFP,,"Richard ""Richie"" Brown",   The Hours (2002),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Louis-Jean,   It's Only the End of the World,https://www.personality-database.com/profile_images/230240.png?=undefined
1 / 0  ,INFP,,Clara Stalbum,   Nutcracker and the four realms,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,9w1,Kim Soon-pyung,   The Drug King,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,9w8,Haruko Takazaki,   My SO Has Got Depression (2011),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Geneviève Emery,"   The Umbrellas of Cherbourg (Les Parapluies de Cherbourg, 1964)",https://www.personality-database.com/profile_images/231466.png?=undefined
1 / 0  ,INFP,,mikan,   Mediador,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Elmer,   Der Kommer en Dag (The Day will come),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Mrs. de Winter,   Rebecca,https://www.personality-database.com/profile_images/231811.png?=undefined
1 / 1  ,INFP,9w1,Joanne,   The House Bunny,https://www.personality-database.com/profile_images/198283.png?=undefined
1 / 0  ,INFP,,Espn Friedman,   Blended (2014),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,2w1,Amy Bradshaw,   D.E.B.S. (2004),https://www.personality-database.com/profile_images/228843.png?=undefined
1 / 0  ,INFP,,Sal Paradise,   On the Road (2012 ),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,9w1,Chatchavee,   The Leaves (ฺBai Mai Tee Plid Plew),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,6w7,Eddie,   The Nightingale ( 2018),https://www.personality-database.com/profile_images/233672.png?=undefined
1 / 0  ,INFP,,Martin,   Knocked Up (2007),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Bobby,   Turbo,https://www.personality-database.com/profile_images/197502.png?=undefined
1 / 1  ,INFP,4w5,Sharon Pintey,   Cashback,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Christian Hellman,   The Guernsey Literary and Potato Peel Pie Society (2018),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Emily,   It,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,6w5,Toshio Saeki,   The Grudge,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,9w8,Peaches,   Ken Park (2002),https://www.personality-database.com/profile_images/235377.png?=undefined
1 / 1  ,INFP,4w5,Tiny Tim,   Mr. Magoo's Christmas Carol,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,4w5,Belle,   Mr. Magoo's Christmas Carol,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,"Jan ""Rudy"" Bytnar",   Kamienie na szaniec (2014),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,4w5,Courtney,   Barbie and the 12 Dancing Princesses (2006),https://www.personality-database.com/profile_images/236208.png?=undefined
1 / 1  ,INFP,4w5,Alexander,   Where the wild things are,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Liu Kang,   Mortal Kombat Legends: Scorpion's Revenge (2020),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Robbie Hart,   The Wedding Singer (1998),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Chris,   Mixed Nuts,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Jerry,   Despicable Me,https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,6w5,Jenny Hayden,   Starman (1984),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Minty Zaki,   Wreck-it Ralph (Franchise),https://www.personality-database.com/profile_images/237622.png?=undefined
1 / 0  ,INFP,,Leevi,   A Moment in the Reeds,https://www.personality-database.com/profile_images/235570.png?=undefined
1 / 1  ,INFP,4w5,Dren,   Splice,https://www.personality-database.com/profile_images/159602.png?=undefined
1 / 0  ,INFP,,Frank,   Byzantium,https://www.personality-database.com/profile_images/199743.png?=undefined
1 / 1  ,INFP,4w3,Hubert Minel,   I killed my mother,https://www.personality-database.com/profile_images/238724.png?=undefined
1 / 0  ,INFP,,Autumn Callahan,   Never Rarely Sometimes Always,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Charlotte Fielding,   Autumn in New York (2000),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Raphael Fernandez,   Trash,https://www.personality-database.com/profile_images/233559.png?=undefined
1 / 1  ,INFP,6w5,Cassie,   Sunshine (2007),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Toledo,   Ma Rainey's Black Bottom (2020),https://www.personality-database.com/images/profile_transparent.png
1 / 1  ,INFP,4w5,Henry Letham,   Stay (2005),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Ferdinand (the Bull),   Ferdinand (Olé el Viaje de Ferdinand),https://www.personality-database.com/profile_images/239771.png?=undefined
1 / 0  ,INFP,,Freddy Prince,   Cinderela Pop,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Ana Dorella,   Cinderela Pop,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Bianca,   Confissões de Adolescente,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Felipe,   Confissões de Adolescente,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Juliana,   Confissões de Adolescente,https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Lili,   O Cavaleiro Didi e a Princesa Lili (2006),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Rei Lindolfo,   O Cavaleiro Didi e a Princesa Lili (2006),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Juan,   O Cavaleiro Didi e a Princesa Lili (2006),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Navid,   I'm Not Angry! (2014),https://www.personality-database.com/images/profile_transparent.png
1 / 0  ,INFP,,Rachel Watson,   The Girl On The Train,https://www.personality-database.com/images/profile_transparent.png
,INFP,,Leon Dupuis,   Madame Bovary (2014),https://www.personality-database.com/images/profile_transparent.png
,INFP,,Bubby,   Bad Boy Bubby (1993),https://www.personality-database.com/images/profile_transparent.png
,INFP,4w5,Joe Brinson,   Wildlife (2018),https://www.personality-database.com/images/profile_transparent.png
,INFP,6w5,Tom Hanninger,   My Bloddy Valentine (2009),https://www.personality-database.com/images/profile_transparent.png
,INFP,9w1,Richard Mason,   Jane Eyre (2011),https://www.personality-database.com/images/profile_transparent.png
,INFP,,Marta Shearing,   Jason Bourne,https://www.personality-database.com/images/profile_transparent.png
,INFP,,Max,   Liar Liar (1997),https://www.personality-database.com/images/profile_transparent.png
,XXXX,,Timmy Maplewood,   Happiness (1998),https://www.personality-database.com/images/profile_transparent.png
,XXXX,,Toto,   The Wizard of Oz,https://www.personality-database.com/images/profile_transparent.png
,INFP,4w5,Douglas Downey,   Molly’s Game,https://www.personality-database.com/images/profile_transparent.png
,INFP,,Owen,   Popstar: Never Stop Never Stopping,https://www.personality-database.com/profile_images/218605.png?=undefined
1  ,XXXX,,Dr Jekyll,   Van Helsing (2004),https://www.personality-database.com/images/profile_transparent.png
1523 / 552  ,INFJ,1w9,Elsa,   Frozen (Franchise),https://www.personality-database.com/profile_images/741.png?=undefined
819 / 240  ,INFJ,4w3,Loki,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/181.png?=undefined
645 / 193  ,INFJ,1w9,Albus Dumbledore,   Harry Potter (franchise),https://www.personality-database.com/profile_images/712.png?=undefined
450 / 139  ,INFJ,6w5,Obi-Wan Kenobi,   Star Wars,https://www.personality-database.com/profile_images/41.png?=undefined
424 / 112  ,INFJ,6w5,Aragorn,   The Lord of the Rings,https://www.personality-database.com/profile_images/578.png?=undefined
414 / 138  ,INFJ,9w1,Remus Lupin,   Harry Potter (franchise),https://www.personality-database.com/profile_images/761.png?=undefined
328 / 145  ,INFJ,3w2,Amy Elliott Dunne,   Gone Girl (2014),https://www.personality-database.com/profile_images/11356.png?=undefined
321 / 111  ,INFJ,6w5,Edward Cullen,   Twilight,https://www.personality-database.com/profile_images/11575.png?=undefined
300 / 72  ,INFJ,9w1,Vision,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/655.png?=undefined
282 / 109  ,INFJ,8w9,Don Vito Corleone,   The Godfather,https://www.personality-database.com/profile_images/4033.png?=undefined
269 / 116  ,INFJ,6w5,Veronica Sawyer,   Heathers (1988),https://www.personality-database.com/profile_images/1945.png?=undefined
246 / 54  ,INFJ,9w8,Qui-Gon Jinn,   Star Wars,https://www.personality-database.com/profile_images/61.png?=undefined
238 / 65  ,INFJ,4w3,Gellert Grindelwald,   Harry Potter (franchise),https://www.personality-database.com/profile_images/16838.png?=undefined
234 / 57  ,INFJ,1w9,Galadriel,   The Lord of the Rings,https://www.personality-database.com/profile_images/600.png?=undefined
191 / 53  ,INFJ,2w1,Tadashi Hamada,   Big Hero 6 (2014),https://www.personality-database.com/profile_images/830.png?=undefined
185 / 66  ,INFJ,9w1,Sally,   The Nightmare Before Christmas (1993),https://www.personality-database.com/profile_images/763.png?=undefined
183 / 28  ,INFJ,1w9,"Charles Xavier ""Professor X""",   X-Men Cinematic Universe (2000-2009),https://www.personality-database.com/profile_images/522.png?=undefined
176 / 62  ,INFJ,5w4,"John Kramer ""Jigsaw""",   Saw (2004),https://www.personality-database.com/profile_images/5482.png?=undefined
170 / 58  ,INFJ,1w2,The Ancient One,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/4348.png?=undefined
163 / 61  ,INFJ,5w4,Master Oogway,   Kung Fu Panda (franchise),https://www.personality-database.com/profile_images/6515.png?=undefined
154 / 80  ,INFJ,1w9,Nina Sayers,   Black Swan (2010),https://www.personality-database.com/profile_images/11343.png?=undefined
153 / 62  ,INFJ,1w2,"Ra's Al Ghul / ""Henri Ducard""",   The Dark Knight Trilogy,https://www.personality-database.com/profile_images/439.png?=undefined
136 / 63  ,INFJ,9w1,Morticia Addams,   The Addams Family,https://www.personality-database.com/profile_images/12602.png?=undefined
122 / 41  ,INFJ,9w8,Aslan,   The Chronicles of Narnia (Film Trilogy),https://www.personality-database.com/profile_images/7823.png?=undefined
111 / 41  ,INFJ,1w9,Atticus Finch,   To Kill a Mockingbird (1962),https://www.personality-database.com/profile_images/1180.png?=undefined
109 / 37  ,XXXX,1w2,Mirage,   The Incredibles (Franchise),https://www.personality-database.com/profile_images/23550.png?=undefined
97 / 34  ,INFJ,1w2,Roxanne Ritchi,   Megamind (2010),https://www.personality-database.com/profile_images/18027.png?=undefined
91 / 26  ,INFJ,1w2,Carlisle Cullen,   Twilight,https://www.personality-database.com/profile_images/16566.png?=undefined
89 / 35  ,INFJ,1w9,John Doe,   Se7en (1995),https://www.personality-database.com/profile_images/10898.png?=undefined
89 / 30  ,INFJ,9w1,Danny Torrance,   The Shining (1980),https://www.personality-database.com/profile_images/9922.png?=undefined
88 / 22  ,INFJ,4w5,Mal,   Inception (2010),https://www.personality-database.com/profile_images/1116.png?=undefined
88 / 30  ,INFJ,1w2,Charlie Barber,   Marriage Story (2019),https://www.personality-database.com/profile_images/73253.png?=undefined
86 / 26  ,INFJ,6w5,Westley,   The Princess Bride (1987),https://www.personality-database.com/profile_images/1090.png?=undefined
83 / 21  ,INFJ,7w8,Kaa,   The Jungle Book (1967),https://www.personality-database.com/profile_images/2298.png?=undefined
80 / 32  ,INFJ,4w3,Harlan Thrombey,   Knives Out (2019),https://www.personality-database.com/profile_images/72319.png?=undefined
76 / 29  ,INFJ,5w6,Eudoria Holmes,   Enola Holmes (2020),https://www.personality-database.com/profile_images/153091.png?=undefined
73 / 28  ,INFJ,5w4,Louise Banks,   Arrival (2016),https://www.personality-database.com/profile_images/5241.png?=undefined
72 / 25  ,INFJ,9w1,White Queen,   Alice in Wonderland (2010),https://www.personality-database.com/profile_images/28531.png?=undefined
71 / 20  ,INFJ,9w8,Grandma Tala,   Moana (2016),https://www.personality-database.com/profile_images/23922.png?=undefined
69 / 23  ,INFJ,1w2,"Juror #8 ""Davis""",   12 Angry Men (1957),https://www.personality-database.com/profile_images/2212.png?=undefined
67 / 30  ,INFJ,1w2,Ms. Norbury,   Mean Girls (2004),https://www.personality-database.com/profile_images/35198.png?=undefined
65 / 26  ,INFJ,1w9,The Emperor of China,   Mulan (1998),https://www.personality-database.com/profile_images/34349.png?=undefined
62 / 15  ,INFJ,5w6,Galen Erso,   Star Wars,https://www.personality-database.com/profile_images/4344.png?=undefined
61 / 23  ,INFJ,5w6,Ava,   Ex Machina (2014),https://www.personality-database.com/profile_images/2966.png?=undefined
61 / 15  ,INFJ,1w2,Nakia,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/9910.png?=undefined
61 / 13  ,INFJ,2w1,Maz Kanata,   Star Wars,https://www.personality-database.com/profile_images/2308.png?=undefined
58 / 15  ,INFJ,2w1,John Coffey,   The Green Mile (1999),https://www.personality-database.com/profile_images/8870.png?=undefined
58 / 20  ,INFJ,5w6,Jane,   Peter Pan (1953),https://www.personality-database.com/profile_images/8483.png?=undefined
57 / 11  ,INFJ,3w4,Qi'ra,   Star Wars,https://www.personality-database.com/profile_images/12223.png?=undefined
55 / 32  ,INFJ,6w5,Amy Antsler,   Booksmart (2019),https://www.personality-database.com/profile_images/37783.png?=undefined
53 / 22  ,INFJ,5w4,Sammy Perlman,   Call Me by Your Name (2017),https://www.personality-database.com/profile_images/62772.png?=undefined
52 / 19  ,INFJ,3w4,Plutarch Heavensbee,   The Hunger Games,https://www.personality-database.com/profile_images/12394.png?=undefined
52 / 23  ,INFJ,9w8,Mr. Miyagi,   Karate Kid (1984),https://www.personality-database.com/profile_images/11832.png?=undefined
52 / 16  ,INFJ,1w9,"Donald ""Doc"" Shirley",   Green Book (2018),https://www.personality-database.com/profile_images/24261.png?=undefined
49 / 24  ,INFJ,4w5,Aster Flores,   The Half of It (2020),https://www.personality-database.com/profile_images/117467.png?=undefined
49 / 18  ,INFJ,6w5,Esther Coleman,   Orphan (2009),https://www.personality-database.com/profile_images/11336.png?=undefined
46 / 11  ,INFJ,9w1,"""Chief"" Bromden",   One Flew Over the Cuckoo's Nest (1975),https://www.personality-database.com/profile_images/3349.png?=undefined
46 / 14  ,INFJ,1w9,Valka,   How to Train Your Dragon (Franchise),https://www.personality-database.com/profile_images/11144.png?=undefined
45 / 21  ,INFJ,5w4,Humbert Humbert,   Lolita (1997),https://www.personality-database.com/profile_images/49479.png?=undefined
44 / 12  ,INFJ,4w3,"June Moone ""Enchantress""",   DC Extended Universe,https://www.personality-database.com/profile_images/3527.png?=undefined
44 / 13  ,INFJ,5w4,T.E. Lawrence,   Lawrence of Arabia (1962),https://www.personality-database.com/profile_images/4989.png?=undefined
43 / 16  ,INFJ,4w5,Annella Perlman,   Call Me by Your Name (2017),https://www.personality-database.com/profile_images/39593.png?=undefined
42 / 19  ,INFJ,5w4,The Young Woman,   I'm Thinking of Ending Things (2020),https://www.personality-database.com/profile_images/184519.png?=undefined
42 / 16  ,INFJ,9w1,Bob,   Despicable Me,https://www.personality-database.com/profile_images/30003.png?=undefined
41 / 9  ,INFJ,6w7,Vanessa,   Deadpool (2016),https://www.personality-database.com/profile_images/12225.png?=undefined
41 / 22  ,INFJ,3w4,"Robert Angier ""The Great Danton""",   The Prestige (2006),https://www.personality-database.com/profile_images/9525.png?=undefined
41 / 8  ,INFJ,1w9,Lorraine Warren,   The Conjuring,https://www.personality-database.com/profile_images/37126.png?=undefined
41 / 18  ,INFJ,1w9,Caesar,   War for the Planet of the Apes (2017),https://www.personality-database.com/profile_images/31607.png?=undefined
40 / 20  ,INFJ,6w5,Leonard Shelby,   Memento (2000),https://www.personality-database.com/profile_images/12829.png?=undefined
40 / 9  ,INFJ,6w7,Talos,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/29003.png?=undefined
39 / 14  ,INFJ,5w4,Leeloo,   The Fifth Element (1997),https://www.personality-database.com/profile_images/27778.png?=undefined
39 / 10  ,INFJ,2w1,Grand Pabbie,   Frozen (Franchise),https://www.personality-database.com/profile_images/12726.png?=undefined
39 / 16  ,INFJ,9w1,Maid Marian,   Robin Hood (1973),https://www.personality-database.com/profile_images/21552.png?=undefined
38 / 14  ,INFJ,6w5,Vesper Lynd,   James Bond,https://www.personality-database.com/profile_images/15924.png?=undefined
38 / 13  ,INFJ,6w7,John Ambrose Mcclaren,   To All the Boys I've Loved Before (2018),https://www.personality-database.com/profile_images/91123.png?=undefined
38 / 15  ,INFJ,9w8,Chris Chambers,   Stand by Me (1986),https://www.personality-database.com/profile_images/26792.png?=undefined
38 / 13  ,INFJ,6w5,Emmett Forrest,   Legally Blonde (2001),https://www.personality-database.com/profile_images/15460.png?=undefined
38 / 8  ,INFJ,2w1,May Parker,   Spider-Man: Into the Spider-Verse (2018),https://www.personality-database.com/profile_images/22946.png?=undefined
37 / 18  ,INFJ,1w2,Colonel Kurtz,   Apocalypse Now (1979),https://www.personality-database.com/profile_images/11567.png?=undefined
37 / 21  ,INFJ,9w1,Periwinkle,   Tinker Bell (2008),https://www.personality-database.com/profile_images/104378.png?=undefined
36 / 8  ,INFJ,5w6,Eldon Tyrell,   Blade Runner,https://www.personality-database.com/profile_images/11868.png?=undefined
36 / 9  ,INFJ,9w8,Plo Koon,   Star Wars,https://www.personality-database.com/profile_images/15316.png?=undefined
36 / 13  ,INFJ,4w5,Kayla Day,   Eighth Grade (2018),https://www.personality-database.com/profile_images/14907.png?=undefined
35 / 16  ,INFJ,6w7,Sam Sparks,   Cloudy with a Chance of Meatballs (2009),https://www.personality-database.com/profile_images/34670.png?=undefined
35 / 19  ,INFJ,2w1,Mr. Pricklepants,   Toy Story (Franchise),https://www.personality-database.com/profile_images/20211.png?=undefined
35 / 9  ,INFJ,1w9,Astrid Young Teo,   Crazy Rich Asians (2018),https://www.personality-database.com/profile_images/29117.png?=undefined
35 / 10  ,INFJ,1w2,Balin,   The Hobbit,https://www.personality-database.com/profile_images/17930.png?=undefined
35 / 13  ,INFJ,4w5,Olivia White,   Lemonade Mouth (2011),https://www.personality-database.com/profile_images/6440.png?=undefined
35 / 13  ,INFJ,4w5,Antonius Block,   The Seventh Seal (1957),https://www.personality-database.com/profile_images/47692.png?=undefined
35 / 6  ,INFJ,5w4,Dracula,   Bram Stoker's Dracula (1992),https://www.personality-database.com/profile_images/9149.png?=undefined
34 / 7  ,INFJ,1w2,Odette,   The Swan Princess (1994),https://www.personality-database.com/profile_images/54351.png?=undefined
34 / 33  ,INFJ,3w4,Tom Ripley,   The Talented Mr. Ripley (1999),https://www.personality-database.com/profile_images/24099.png?=undefined
34 / 7  ,INFJ,2w1,Thomas Andrews,   Titanic (1997),https://www.personality-database.com/profile_images/2844.png?=undefined
34 / 7  ,INFJ,9w8,Ho Yinsen,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/21186.png?=undefined
34 / 11  ,INFJ,1w2,"Strip Weathers ""The King""",   Cars (Franchise),https://www.personality-database.com/profile_images/16354.png?=undefined
34 / 15  ,INFJ,5w4,Merlin,   The Sword in the Stone (1963),https://www.personality-database.com/profile_images/4943.png?=undefined
33 / 8  ,INFJ,1w2,Felicity Fox,   Fantastic Mr. Fox (2009),https://www.personality-database.com/profile_images/8854.png?=undefined
32 / 16  ,INFJ,5w4,Cole Sear,   The Sixth Sense (1999),https://www.personality-database.com/profile_images/31555.png?=undefined
31 / 13  ,INFJ,6w5,"Anita ""Needy"" Lesnicki",   Jennifer's Body (2009),https://www.personality-database.com/profile_images/126944.png?=undefined
31 / 10  ,INFJ,4w5,Władysław Szpilman,   The Pianist (2002),https://www.personality-database.com/profile_images/11906.png?=undefined
29 / 7  ,INFJ,6w5,Sarah Bailey,   The Craft (1996),https://www.personality-database.com/profile_images/13850.png?=undefined
29 / 10  ,INFJ,5w4,Philippe,   Intouchables (2011),https://www.personality-database.com/profile_images/9429.png?=undefined
